datetime,SHA_INFLOW_CFS,SHA_OUTFLOW_CFS,SHA_STORAGE_AF,SHA_EVAP_CFS,SHA_TOC STO_AF,SHA_RES ELE_FEET
2013-09-07,1990,6200,2049098,103,4552100,960.13
2013-09-08,2080,6243,2040548,148,4552100,959.64
2013-09-09,2575,6453,2032522,168,4552100,959.18
2013-09-10,3412,6227,2026606,168,4552100,958.84
2013-09-11,2790,6021,2020015,92,4552100,958.46
2013-09-12,2890,5907,2013598,218,4552100,958.09
2013-09-13,3051,6779,2006003,101,4552100,957.65
2013-09-14,2928,6376,1998934,116,4552100,957.24
2013-09-15,3207,5822,1993596,76,4552100,956.93
2013-09-16,2004,6294,1984857,116,4552100,956.42
2013-09-17,2632,5760,1978344,156,4552100,956.04
2013-09-18,2778,7013,1969824,60,4552100,955.54
2013-09-19,3046,6872,1961819,210,4552100,955.07
2013-09-20,2869,6248,1954870,124,4552100,954.66
2013-09-21,3714,6226,1949622,134,4552100,954.35
2013-09-22,3189,5956,1944035,50,4552100,954.02
2013-09-23,3215,5603,1939152,74,4552100,953.73
2013-09-24,2935,5676,1933599,59,4552100,953.40
2013-09-25,3062,5708,1928213,69,4552100,953.08
2013-09-26,3611,6017,1923187,128,4552100,952.78
2013-09-27,3157,5444,1918504,74,4552100,952.50
2013-09-28,2957,5647,1912984,93,4552100,952.17
2013-09-29,3750,5697,1908977,73,4552100,951.93
2013-09-30,3902,5337,1905985,73,4552100,951.75
2013-10-01,2572,5649,1899834,24,4530800,951.38
2013-10-02,3101,5514,1894846,102,4509500,951.08
2013-10-03,2916,5223,1890047,112,4488200,950.79
2013-10-04,2524,5533,1883934,73,4466900,950.42
2013-10-05,2219,5227,1877822,73,4445500,950.05
2013-10-06,3114,5255,1873383,97,4424200,949.78
2013-10-07,2548,5505,1867470,24,4402900,949.42
2013-10-08,1672,5572,1859592,72,4381600,948.94
2013-10-09,2828,6048,1853062,72,4360300,948.54
2013-10-10,2501,5630,1846695,81,4339000,948.15
2013-10-11,4068,5380,1843922,86,4317700,947.98
2013-10-12,2646,5869,1837434,48,4296400,947.58
2013-10-13,2791,5370,1832244,38,4275100,947.26
2013-10-14,3228,5483,1827705,33,4253700,946.98
2013-10-15,2560,5659,1821417,71,4232400,946.59
2013-10-16,2427,5747,1814485,175,4211100,946.16
2013-10-17,3018,5863,1808701,71,4189800,945.80
2013-10-18,2293,5611,1801971,75,4168500,945.38
2013-10-19,2509,5208,1796524,47,4147200,945.04
2013-10-20,2432,4947,1791425,56,4125900,944.72
2013-10-21,2883,5443,1786170,89,4104600,944.39
2013-10-22,3420,5172,1782508,94,4083200,944.16
2013-10-23,3227,5530,1777745,98,4061900,943.86
2013-10-24,2353,4845,1772681,61,4040600,943.54
2013-10-25,3981,4967,1770624,51,4019300,943.41
2013-10-26,3072,4879,1766985,28,3998000,943.18
2013-10-27,2031,4982,1760992,70,3976700,942.80
2013-10-28,3091,4855,1757375,60,3955400,942.80
2013-10-29,3068,4560,1754387,14,3934100,942.80
2013-10-30,2559,4961,1749512,56,3912800,942.07
2013-10-31,2365,5015,1744192,32,3891400,941.73
2013-11-01,1911,6198,1735598,46,3870100,941.18
2013-11-02,1907,5264,1728903,18,3848800,940.75
2013-11-03,1844,4608,1723312,55,3827500,940.39
2013-11-04,3065,4848,1719740,18,3806200,940.16
2013-11-05,2749,4431,1716322,41,3784900,939.94
2013-11-06,2868,4615,1712748,55,3763600,939.71
2013-11-07,3023,4309,1710106,46,3742300,939.54
2013-11-08,2683,4122,1707153,50,3721000,939.35
2013-11-09,2575,3788,1704666,41,3699600,939.19
2013-11-10,2575,4109,1701559,32,3678300,938.99
2013-11-11,3105,3843,1700014,41,3657000,938.89
2013-11-12,3382,3813,1699088,36,3635700,938.83
2013-11-13,2181,4238,1694918,45,3614400,938.56
2013-11-14,3472,4196,1693374,54,3593100,938.46
2013-11-15,3383,3796,1692447,54,3571800,938.40
2013-11-16,1749,3741,1688432,32,3550500,938.14
2013-11-17,3287,3233,1688432,54,3529100,938.14
2013-11-18,3249,3139,1688586,32,3507800,938.15
2013-11-19,6547,2998,1695536,45,3486500,938.60
2013-11-20,7959,3185,1704977,14,3465200,939.21
2013-11-21,4782,3065,1707930,228,3443900,939.40
2013-11-22,968,3016,1703733,68,3422600,939.13
2013-11-23,1980,3081,1701404,73,3401300,938.98
2013-11-24,3200,3233,1701250,45,3380000,938.97
2013-11-25,4322,3412,1702956,50,3358700,939.08
2013-11-26,2929,3381,1702024,18,3337300,939.02
2013-11-27,1723,3240,1698933,41,3316000,938.82
2013-11-28,2362,3264,1697080,32,3294700,938.70
2013-11-29,2362,3264,1696600,32,3273400,938.70
2013-11-30,3008,3288,1695999,32,3252100,938.63
2013-12-01,2467,3315,1694300,9,3252100,938.52
2013-12-02,3149,3424,1693683,36,3252100,938.48
2013-12-03,1931,3402,1690748,9,3252100,938.29
2013-12-04,2879,3346,1689822,0,3252100,938.23
2013-12-05,3433,3182,1690285,18,3252100,938.26
2013-12-06,3340,3634,1689667,18,3252100,938.22
2013-12-07,3170,3239,1689513,9,3252100,938.21
2013-12-08,2487,3032,1688432,0,3252100,938.14
2013-12-09,2593,3362,1686888,9,3252100,938.04
2013-12-10,2880,3027,1686579,9,3252100,938.02
2013-12-11,2473,3061,1685349,32,3252100,937.94
2013-12-12,2196,3083,1683508,41,3252100,937.82
2013-12-13,3528,3195,1684122,23,3252100,937.86
2013-12-14,3003,3117,1683815,41,3252100,937.84
2013-12-15,2494,3008,1682741,27,3252100,937.77
2013-12-16,5001,3190,1686270,32,3252100,938.00
2013-12-17,3789,3065,1687660,23,3252100,938.09
2013-12-18,1140,3033,1683815,45,3252100,937.84
2013-12-19,1557,3223,1680439,36,3252100,937.62
2013-12-20,1648,3469,1676756,36,3252100,937.38
2013-12-21,2084,3209,1674454,36,3252100,937.23
2013-12-22,2751,3170,1673534,45,3252100,937.17
2013-12-23,2558,3692,1671232,27,3252100,937.02
2013-12-24,2781,3393,1670010,4,3267000,936.94
2013-12-25,1768,3198,1667113,31,3282000,936.75
2013-12-26,2416,3271,1665284,67,3296900,936.63
2013-12-27,2947,3363,1664369,45,3311900,936.57
2013-12-28,3506,3325,1664674,27,3326800,936.59
2013-12-29,7151,3031,1672766,40,3341800,937.12
2013-12-30,3696,3187,1673687,45,3356700,937.18
2013-12-31,2817,2941,1673380,31,3371600,937.16
2014-01-01,456,3087,1668028,67,3386600,936.81
2014-01-02,1389,3230,1664216,81,3401500,936.56
2014-01-03,1354,3086,1660710,36,3416500,936.33
2014-01-04,890,2944,1656593,22,3431400,936.06
2014-01-05,2158,2641,1655527,54,3446400,935.99
2014-01-06,3423,2837,1656593,49,3461300,936.06
2014-01-07,2725,2603,1656745,45,3476200,936.07
2014-01-08,3107,2759,1657355,40,3491200,936.11
2014-01-09,3283,2777,1658270,45,3506100,936.17
2014-01-10,2610,3117,1657203,31,3521100,936.10
2014-01-11,2848,3138,1656593,18,3536000,936.06
2014-01-12,2663,3048,1655830,0,3551000,936.01
2014-01-13,3622,2745,1657508,31,3565900,936.12
2014-01-14,2475,2729,1656898,54,3580800,936.08
2014-01-15,2381,2695,1656135,71,3595800,936.03
2014-01-16,3336,2893,1656898,58,3610700,936.08
2014-01-17,3085,2914,1657050,94,3625700,936.09
2014-01-18,2792,2820,1656898,49,3640600,936.08
2014-01-19,2899,2795,1657050,27,3655500,936.09
2014-01-20,3349,2671,1658270,63,3670500,936.17
2014-01-21,3486,2804,1659490,67,3685400,936.25
2014-01-22,2798,2894,1659185,58,3700400,936.23
2014-01-23,2728,2802,1658880,80,3715300,936.21
2014-01-24,2629,3078,1657813,89,3730300,936.14
2014-01-25,2827,2714,1657965,36,3745200,936.15
2014-01-26,3243,2506,1659337,45,3760100,936.24
2014-01-27,2868,3040,1658880,58,3775100,936.21
2014-01-28,3082,3332,1658270,58,3790000,936.17
2014-01-29,3143,3162,1658118,58,3805000,936.16
2014-01-30,2704,2999,1657508,13,3819900,936.12
2014-01-31,2519,3343,1655830,22,3834900,936.01
2014-02-01,2622,3350,1654315,36,3849800,935.91
2014-02-02,2457,3261,1652648,36,3864700,935.80
2014-02-03,2999,3354,1651891,27,3879700,935.75
2014-02-04,2985,3331,1651133,36,3894600,935.70
2014-02-05,4559,3144,1653860,40,3909600,935.88
2014-02-06,5318,3312,1657813,13,3924500,936.14
2014-02-07,3097,3238,1657508,13,3939500,936.12
2014-02-08,6419,3774,1661929,416,3954400,936.41
2014-02-09,5976,3779,1666198,45,3969300,936.69
2014-02-10,5878,4079,1669553,108,3984300,936.91
2014-02-11,4589,3415,1671846,18,3999200,937.06
2014-02-12,4770,3496,1674301,36,4014200,937.22
2014-02-13,5564,3152,1679058,14,4029100,937.53
2014-02-14,6208,2864,1685656,18,4044100,937.96
2014-02-15,7543,2595,1695381,45,4059000,938.59
2014-02-16,7441,2466,1705132,59,4073900,939.22
2014-02-17,5678,2691,1711038,9,4088900,939.60
2014-02-18,5179,2492,1716322,23,4103800,939.94
2014-02-19,4832,3620,1718653,37,4118800,940.09
2014-02-20,3464,2322,1720827,46,4133700,940.23
2014-02-21,4102,2467,1723933,69,4148700,940.43
2014-02-22,4476,2569,1727660,28,4163600,940.67
2014-02-23,4285,2678,1730766,41,4178500,940.87
2014-02-24,3392,2714,1732009,51,4193500,940.95
2014-02-25,3147,2890,1732474,23,4208400,940.98
2014-02-26,4802,3061,1735910,9,4223400,941.20
2014-02-27,12007,2132,1755488,5,4238300,942.45
2014-02-28,11328,2336,1773314,5,4253200,943.58
2014-03-01,6772,2732,1781234,47,4268200,944.08
2014-03-02,8764,2497,1793654,5,4283100,944.86
2014-03-03,18886,2762,1825609,14,4278100,946.85
2014-03-04,16030,2262,1852898,10,4267100,948.53
2014-03-05,14396,2383,1876668,29,4261000,949.98
2014-03-06,16999,1844,1906650,39,4248500,951.79
2014-03-07,12912,2265,1927708,30,4247400,953.05
2014-03-08,9375,2582,1941172,5,4256100,953.85
2014-03-09,10423,1619,1958595,20,4262100,954.88
2014-03-10,13121,1853,1980915,15,4260900,956.19
2014-03-11,11368,1752,1999968,10,4264900,957.30
2014-03-12,9743,1112,2017067,10,4273700,958.29
2014-03-13,9039,1548,2031824,51,4284600,959.14
2014-03-14,6172,1785,2040373,77,4303800,959.63
2014-03-15,6577,1915,2049447,87,4321700,960.15
2014-03-16,5185,2550,2054510,82,4343500,960.44
2014-03-17,6349,2400,2062190,77,4361700,960.88
2014-03-18,4934,2983,2065865,98,4384000,961.09
2014-03-19,4994,3661,2068324,93,4405800,961.23
2014-03-20,5501,2413,2074294,78,4425900,961.57
2014-03-21,4397,2533,2077806,93,4450600,961.77
2014-03-22,3564,2565,2079562,114,4477300,961.87
2014-03-23,4377,2860,2082375,99,4501000,962.03
2014-03-24,4690,2988,2085555,99,4523200,962.21
2014-03-25,3332,2898,2086261,78,4549300,962.25
2014-03-26,5891,3020,2091914,21,4552100,962.57
2014-03-27,5218,2410,2097390,47,4552100,962.88
2014-03-28,11396,3061,2113902,10,4552100,963.81
2014-03-29,21969,1432,2154574,32,4552100,966.08
2014-03-30,12646,1675,2176303,16,4552100,967.28
2014-03-31,13415,2098,2198728,11,4552100,968.51
2014-04-01,14192,1127,2224621,11,4548400,969.92
2014-04-02,11307,1854,2243305,33,4552100,970.93
2014-04-03,9032,2037,2257071,55,4552100,971.67
2014-04-04,9119,1013,2273137,6,4552100,972.53
2014-04-05,7874,478,2287773,17,4552100,973.31
2014-04-06,7414,1066,2300200,83,4552100,973.97
2014-04-07,7809,1235,2313073,84,4552100,974.65
2014-04-08,7282,660,2325986,112,4552100,975.33
2014-04-09,7933,808,2339896,112,4552100,976.06
2014-04-10,6720,1398,2350239,107,4552100,976.60
2014-04-11,6913,1567,2360597,124,4552100,977.14
2014-04-12,5251,1379,2368109,85,4552100,977.53
2014-04-13,5535,2669,2373503,147,4552100,977.81
2014-04-14,6091,2150,2381038,142,4552100,978.20
2014-04-15,5421,2636,2386268,148,4552100,978.47
2014-04-16,4811,2618,2390337,142,4552100,978.68
2014-04-17,5241,2559,2395374,143,4552100,978.94
2014-04-18,4957,3454,2398095,131,4552100,979.08
2014-04-19,4343,3288,2399848,171,4552100,979.17
2014-04-20,4279,3657,2400822,131,4552100,979.22
2014-04-21,5536,3556,2404524,114,4552100,979.41
2014-04-22,3605,3773,2404134,29,4552100,979.39
2014-04-23,3908,3147,2405303,172,4552100,979.45
2014-04-24,4108,3056,2407252,69,4552100,979.55
2014-04-25,4444,3734,2408615,23,4552100,979.62
2014-04-26,3272,3157,2408810,17,4552100,979.63
2014-04-27,3817,3616,2409005,103,4552100,979.64
2014-04-28,3623,3397,2409395,29,4552100,979.66
2014-04-29,3659,3665,2409200,92,4552100,979.65
2014-04-30,3763,3828,2408810,132,4552100,979.63
2014-05-01,3998,4514,2407446,172,4552100,979.56
2014-05-02,3995,5187,2404719,183,4552100,979.42
2014-05-03,3267,5061,2400822,171,4552100,979.22
2014-05-04,3502,5197,2397120,171,4552100,979.03
2014-05-05,3237,5135,2393049,154,4552100,978.82
2014-05-06,3836,5939,2388787,46,4552100,978.60
2014-05-07,2966,6840,2380844,131,4552100,978.19
2014-05-08,3859,6761,2374851,119,4552100,977.88
2014-05-09,3944,7424,2367724,113,4552100,977.51
2014-05-10,2522,7237,2358093,141,4552100,977.01
2014-05-11,2131,6893,2348324,163,4552100,976.50
2014-05-12,4387,6928,2342961,163,4552100,976.22
2014-05-13,3753,6568,2337033,174,4552100,975.91
2014-05-14,3815,7189,2329985,179,4552100,975.54
2014-05-15,3006,7239,2321224,184,4552100,975.08
2014-05-16,3711,7367,2313641,167,4552100,974.68
2014-05-17,3533,8072,2304363,139,4552100,974.19
2014-05-18,3201,7401,2295681,177,4552100,973.73
2014-05-19,3076,6422,2288714,166,4552100,973.36
2014-05-20,3133,6884,2281000,138,4552100,972.95
2014-05-21,3742,7058,2274073,176,4552100,972.58
2014-05-22,3039,7499,2264899,165,4552100,972.09
2014-05-23,3038,7174,2256327,186,4552100,971.63
2014-05-24,2772,7300,2247020,164,4552100,971.13
2014-05-25,2900,7585,2237382,174,4552100,970.61
2014-05-26,3067,7862,2227388,244,4552100,970.07
2014-05-27,3220,7585,2218365,184,4552100,969.58
2014-05-28,3126,7761,2208796,189,4552100,969.06
2014-05-29,2426,6673,2200009,183,4552100,968.58
2014-05-30,2244,8139,2187944,188,4552100,967.92
2014-05-31,2781,7978,2177212,214,4552100,967.33
2014-06-01,2916,7767,2167232,181,4552100,966.78
2014-06-02,2996,7819,2157286,191,4552100,966.23
2014-06-03,2503,7571,2146835,201,4552100,965.65
2014-06-04,2671,7012,2137847,190,4552100,965.15
2014-06-05,2627,7401,2128001,190,4552100,964.60
2014-06-06,2784,7105,2119065,184,4552100,964.10
2014-06-07,2450,7056,2109460,236,4552100,963.56
2014-06-08,2383,6764,2100398,188,4552100,963.05
2014-06-09,3002,6914,2092267,187,4552100,962.59
2014-06-10,1853,5936,2083788,192,4552100,962.11
2014-06-11,3173,7654,2074470,217,4552100,961.58
2014-06-12,2695,7160,2065163,227,4552100,961.05
2014-06-13,2571,7887,2054161,231,4552100,960.42
2014-06-14,2384,7325,2043863,251,4552100,959.83
2014-06-15,2398,6964,2034441,184,4552100,959.29
2014-06-16,2045,7473,2023311,183,4552100,958.65
2014-06-17,2488,7350,2013425,122,4552100,958.08
2014-06-18,2581,7557,2003244,157,4552100,957.49
2014-06-19,2551,7503,1993082,171,4552100,956.90
2014-06-20,3061,8526,1981943,151,4552100,956.25
2014-06-21,2731,9192,1968632,250,4552100,955.47
2014-06-22,2275,9190,1954532,194,4552100,954.64
2014-06-23,2596,8969,1941508,193,4552100,953.87
2014-06-24,2805,9665,1927540,182,4552100,953.04
2014-06-25,3401,9621,1914824,191,4552100,952.28
2014-06-26,2449,9080,1901496,88,4552100,951.48
2014-06-27,2378,8739,1888560,161,4552100,950.70
2014-06-28,2119,8447,1875682,165,4552100,949.92
2014-06-29,2358,8731,1862706,169,4552100,949.13
2014-06-30,2987,8558,1851266,197,4552100,948.43
2014-07-01,2032,7145,1840678,225,4552100,947.78
2014-07-02,2928,5733,1834677,220,4552100,947.41
2014-07-03,2244,6195,1826415,214,4552100,946.90
2014-07-04,1728,6856,1815774,237,4552100,946.24
2014-07-05,2320,6216,1807579,236,4552100,945.73
2014-07-06,2555,6296,1799728,217,4552100,945.24
2014-07-07,2787,6238,1792380,254,4552100,944.78
2014-07-08,2647,6200,1784896,220,4552100,944.31
2014-07-09,2748,6133,1777745,220,4552100,943.86
2014-07-10,1961,7072,1767302,154,4552100,943.20
2014-07-11,1385,6820,1756117,204,4552100,942.49
2014-07-12,2274,6887,1746692,139,4552100,941.89
2014-07-13,2830,7034,1737942,207,4552100,941.33
2014-07-14,3098,7315,1729213,184,4552100,940.77
2014-07-15,2668,6782,1720672,192,4552100,940.22
2014-07-16,1574,7056,1709484,159,4552100,939.50
2014-07-17,1846,7249,1698470,150,4552100,938.79
2014-07-18,2827,6717,1690440,158,4552100,938.27
2014-07-19,3187,6756,1683048,158,4552100,937.79
2014-07-20,1418,6709,1672153,202,4552100,937.08
2014-07-21,2763,7299,1662844,157,4552100,936.47
2014-07-22,2791,6997,1654315,94,4552100,935.91
2014-07-23,2365,7196,1644468,133,4552100,935.26
2014-07-24,2950,6674,1636766,159,4552100,934.75
2014-07-25,2742,6967,1628037,176,4552100,934.17
2014-07-26,2270,7132,1618001,198,4552100,933.50
2014-07-27,2482,6729,1609186,197,4552100,932.91
2014-07-28,3176,7558,1600122,188,4552100,932.30
2014-07-29,1885,6480,1590646,182,4552100,931.66
2014-07-30,2099,6391,1581789,173,4552100,931.06
2014-07-31,2979,6176,1575037,207,4552100,930.60
2014-08-01,2095,7207,1564489,206,4552100,929.88
2014-08-02,3823,6374,1559098,167,4552100,929.51
2014-08-03,2779,6479,1551378,192,4552100,928.98
2014-08-04,2523,7530,1541101,174,4552100,928.27
2014-08-05,1518,6086,1531872,85,4552100,927.63
2014-08-06,1341,7684,1519242,25,4552100,926.75
2014-08-07,1998,7513,1508102,101,4552100,925.97
2014-08-08,2043,6211,1499587,125,4552100,925.37
2014-08-09,2270,6080,1491658,187,4552100,924.81
2014-08-10,2452,5768,1484751,166,4552100,924.32
2014-08-11,3187,5620,1479680,124,4552100,923.96
2014-08-12,2585,5277,1474078,132,4552100,923.56
2014-08-13,2588,5567,1467916,128,4552100,923.12
2014-08-14,2501,5259,1462201,123,4552100,922.71
2014-08-15,2479,5773,1455384,143,4552100,922.22
2014-08-16,2395,5331,1449284,139,4552100,921.78
2014-08-17,2263,5251,1443066,147,4552100,921.33
2014-08-18,2235,5064,1437133,162,4552100,920.90
2014-08-19,1933,5161,1430408,162,4552100,920.41
2014-08-20,2414,5440,1424095,157,4552100,919.95
2014-08-21,2766,5340,1418749,121,4552100,919.56
2014-08-22,2238,5415,1412170,140,4552100,919.08
2014-08-23,2234,5097,1406173,160,4552100,918.64
2014-08-24,2338,6171,1398278,147,4552100,918.06
2014-08-25,2481,5669,1391647,155,4552100,917.57
2014-08-26,3247,6452,1385022,135,4552100,917.08
2014-08-27,3709,6414,1379374,142,4552100,916.66
2014-08-28,2267,7041,1369711,98,4552100,915.94
2014-08-29,1593,6297,1360108,137,4552100,915.22
2014-08-30,2213,6530,1351214,167,4552100,914.55
2014-08-31,2316,6781,1342087,136,4552100,913.86
2014-09-01,3015,6480,1334984,116,4552100,913.32
2014-09-02,2605,7122,1325810,108,4552100,912.62
2014-09-03,1928,6416,1316673,119,4552100,911.92
2014-09-04,2356,6281,1308629,130,4552100,911.30
2014-09-05,2361,6139,1300872,133,4552100,910.70
2014-09-06,2255,6146,1292885,136,4552100,910.08
2014-09-07,2114,5724,1285457,135,4552100,909.50
2014-09-08,1414,5672,1276773,120,4552100,908.82
2014-09-09,1922,5514,1269405,123,4552100,908.24
2014-09-10,2899,6177,1262697,104,4552100,907.71
2014-09-11,2506,5575,1256389,111,4552100,907.21
2014-09-12,3443,5868,1251359,111,4552100,906.81
2014-09-13,3096,5763,1245848,111,4552100,906.37
2014-09-14,3000,5100,1241464,110,4552100,906.02
2014-09-15,907,5616,1231883,121,4552100,905.25
2014-09-16,3085,5343,1227167,120,4552100,904.87
2014-09-17,2546,5070,1221980,91,4552100,904.45
2014-09-18,2478,5557,1215686,94,4552100,903.94
2014-09-19,2600,4968,1210903,43,4552100,903.55
2014-09-20,1533,5317,1203184,108,4552100,902.92
2014-09-21,1550,5061,1195999,111,4552100,902.33
2014-09-22,1789,5425,1188596,96,4552100,901.72
2014-09-23,3927,5021,1186299,64,4552100,901.53
2014-09-24,3100,4732,1182914,75,4552100,901.25
2014-09-25,3959,4122,1182310,142,4552100,901.20
2014-09-26,1441,3365,1178452,21,4552100,900.88
2014-09-27,2195,4139,1174490,53,4552100,900.55
2014-09-28,1364,4276,1168608,53,4552100,900.06
2014-09-29,1314,4170,1162846,49,4552100,899.58
2014-09-30,1288,4158,1157084,35,4552100,899.10
2014-10-01,1424,4483,1150877,70,4530800,898.58
2014-10-02,2422,4601,1146349,104,4509500,898.20
2014-10-03,2734,4070,1143492,104,4488200,897.96
2014-10-04,2087,3951,1139588,104,4466900,897.63
2014-10-05,2030,4319,1134855,97,4445500,897.23
2014-10-06,4492,4623,1134382,107,4424200,897.19
2014-10-07,4351,3798,1135328,76,4402900,897.27
2014-10-08,3647,4420,1133672,62,4381600,897.13
2014-10-09,3266,3874,1132371,48,4360300,897.02
2014-10-10,1789,4003,1127905,38,4339000,896.64
2014-10-11,1474,3435,1123912,52,4317700,896.30
2014-10-12,1369,3015,1120505,72,4296362,896.01
2014-10-13,2502,3726,1117940,69,4275050,895.79
2014-10-14,3488,3496,1117823,51,4253739,895.78
2014-10-15,3401,4156,1116191,68,4232428,895.64
2014-10-16,3443,3146,1116657,62,4211116,895.68
2014-10-17,3182,3618,1115724,34,4189805,895.60
2014-10-18,2511,3358,1113976,34,4168493,895.45
2014-10-19,2223,3309,1111760,31,4147182,895.26
2014-10-20,2752,2894,1111411,34,4125870,895.23
2014-10-21,2768,2876,1111177,10,4104559,895.21
2014-10-22,2513,3540,1109079,31,4083248,895.03
2014-10-23,3326,4896,1105951,7,4061936,894.76
2014-10-24,4217,2343,1109662,3,4040624,895.08
2014-10-25,6847,2453,1118289,45,4019313,895.82
2014-10-26,2872,4158,1115724,7,3998002,895.60
2014-10-27,2851,4106,1113159,38,3976690,895.38
2014-10-28,2743,4414,1109778,34,3955378,895.09
2014-10-29,2269,2666,1108962,14,3934067,895.02
2014-10-30,2966,2337,1110128,41,3912756,895.12
2014-10-31,3876,4519,1108846,3,3891444,895.01
2014-11-01,3499,2718,1110361,17,3870133,895.14
2014-11-02,2910,2423,1111294,17,3848821,895.22
2014-11-03,3139,4236,1109079,20,3827510,895.03
2014-11-04,2858,4576,1105604,34,3806198,894.73
2014-11-05,3237,4669,1102711,27,3784887,894.48
2014-11-06,3148,4864,1099239,34,3763575,894.18
2014-11-07,2721,4950,1094744,37,3742264,893.79
2014-11-08,2749,4736,1090723,40,3720952,893.44
2014-11-09,2709,4876,1086357,34,3699641,893.06
2014-11-10,2813,4855,1082247,30,3678330,892.70
2014-11-11,2611,4221,1078941,57,3657018,892.41
2014-11-12,2634,4796,1074608,23,3635706,892.03
2014-11-13,3337,4469,1072342,10,3614395,891.83
2014-11-14,2327,4828,1067361,10,3593084,891.39
2014-11-15,3090,4621,1064305,10,3571772,891.12
